section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,readonly (11),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (33),ui-state-default (34),tooltip-row (47),tooltip-row (49),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (41),ui-state-default (42),tooltip-row (53),tooltip-row (55),tooltip-row (57),tooltip-row (59),status-bold (3),readonly (12)
Strategy Analysis and Needs Assessment,Lecture,Project Management - CPS,6620,09,3,81236,Tuesday,S,M,W,T,F,S,T,02:50 PM - 05:30 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","2 of 5 seats remain.
1 of 1 waitlist seats remain.",2,1,CPS-Leadership Programs GR 1,,02,50,05,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategy Analysis and Needs Assessment,Lecture,Project Management - CPS,6620,10,3,81237,Tuesday,S,M,W,T,F,S,T,02:50 PM - 05:30 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 905A,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Silicon Valley, CA","2 of 5 seats remain.
1 of 1 waitlist seats remain.",2,1,CPS-Leadership Programs GR 1,,02,50,05,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategy Analysis and Needs Assessment,Lecture,Project Management - CPS,6620,11,3,81293,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,,FULL,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,FULL: 0 of 33 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements Analysis and Design,Lecture,Project Management - CPS,6630,01,3,80432,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Kariotis Hall,Building:,Room: 005,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Boston,"2 of 24 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership Strategies for the Business Analyst,Lecture,Project Management - CPS,6640,01,3,81298,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Online,"2 of 30 seats remain.
6 of 6 waitlist seats remain.",2,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership Strategies for the Business Analyst,Lecture,Project Management - CPS,6640,02,3,81392,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Roux Institute 100 Fore St.,Building:,Room: 215,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Portland, Maine","18 of 30 seats remain.
10 of 10 waitlist seats remain.",18,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,03,3,80326,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Type: Class,Type:,Building: 89 Broad Street,Building:,Room: 205,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,,FULL,5,CPS-Leadership Programs GR 1,,05,50,08,30,FULL: 0 of 30 seats remain.,5 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,06,3,80516,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,Seattle CPS-Ldrshp Prog GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,10,3,80634,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,"14 of 30 seats remain.
6 of 6 waitlist seats remain.",14,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,12,3,80690,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Snell Library,Building:,Room: 123,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Boston,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,13,3,80959,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,"22 of 30 seats remain.
6 of 6 waitlist seats remain.",22,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Agile Project Management,Lecture,Project Management - CPS,6810,14,3,81238,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 912,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Silicon Valley, CA","26 of 30 seats remain.
10 of 10 waitlist seats remain.",26,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Agile Project Management,Lecture,Project Management - CPS,6815,03,3,80636,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,,FULL,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,FULL: 0 of 30 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Agile Project Management,Lecture,Project Management - CPS,6815,09,3,80826,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 435,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,"5 of 30 seats remain.
10 of 10 waitlist seats remain.",5,10,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Agile Project Management,Lecture,Project Management - CPS,6815,12,3,81239,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Agile Project Management,Lecture,Project Management - CPS,6815,13,3,81240,Friday,S,M,T,W,T,S,F,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 1045,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Silicon Valley, CA","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Agile Project Management,Lecture,Project Management - CPS,6815,14,3,81294,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,"15 of 30 seats remain.
6 of 6 waitlist seats remain.",15,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Implementation and Governance,Lecture,Project Management - CPS,6820,02,3,80333,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Type: Class,Type:,Building: 89 Broad Street,Building:,Room: 229,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,"8 of 30 seats remain.
10 of 10 waitlist seats remain.",8,10,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Implementation and Governance,Lecture,Project Management - CPS,6820,03,3,80590,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Online,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Implementation and Governance,Lecture,Project Management - CPS,6820,10,3,80945,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Roux Institute 100 Fore St.,Building:,Room: 138,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,"Portland, Maine","24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,Roux Institute,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Implementation and Governance,Lecture,Project Management - CPS,6820,11,3,81241,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Implementation and Governance,Lecture,Project Management - CPS,6820,12,3,81242,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 1045,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Silicon Valley, CA","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,10,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,07,3,80804,Friday,S,M,T,W,T,S,F,02:50 PM - 05:30 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","29 of 30 seats remain.
10 of 10 waitlist seats remain.",29,10,"Seattle, WA program eligible",Seattle CPS-Ldrshp Prog GR 1,02,50,05,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,08,3,80814,Friday,S,M,T,W,T,S,F,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Kariotis Hall,Building:,Room: 209,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,"2 of 25 seats remain.
8 of 10 waitlist seats remain.
Open Seats Reserved for Waitlisted Only.",2,8,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Seats Reserved for Waitlisted Only.,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,09,3,80913,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 902,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Silicon Valley, CA","24 of 30 seats remain.
10 of 10 waitlist seats remain.",24,10,San Jose Eligible,CPS-Leadership Programs GR 1,06,00,08,40,,,Silicon Valley CPS Ldrshp Grad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,10,3,80946,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Roux Institute 100 Fore St.,Building:,Room: 137,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,"Portland, Maine","28 of 30 seats remain.
10 of 10 waitlist seats remain.",28,10,Roux Institute,Portland Maine Eligible,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,11,3,81299,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Online,,FULL,5,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,FULL: 0 of 30 seats remain.,5 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Lean Product Development,Lecture,Project Management - CPS,6825,12,3,81300,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 05/17/2025,End Date:,Online,,FULL,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,FULL: 0 of 30 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,01,3,80327,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Richards Hall,Building:,Room: 160,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,"23 of 27 seats remain.
10 of 10 waitlist seats remain.",23,10,CPS-Leadership Programs GR 1,XN Experiential Project,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,02,3,80104,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 431,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,,FULL,2,CPS-Leadership Programs GR 1,XN Experiential Project,05,50,08,30,FULL: 0 of 30 seats remain.,2 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,05,3,80176,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Hastings Suite,Building:,Room: 210,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,,FULL,8,CPS-Leadership Programs GR 1,XN Experiential Project,05,50,08,30,FULL: 0 of 30 seats remain.,8 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,10,3,80428,Friday,S,M,T,W,T,S,F,06:00 PM - 07:40 PM,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Seattle, WA","20 of 30 seats remain.
10 of 10 waitlist seats remain.",20,10,"Seattle, WA program eligible",Seattle CPS-Ldrshp Prog GR 1,06,00,07,40,,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,13,3,80581,Saturday,S,M,T,W,T,F,S,09:00 AM - 11:40 AM,Type: Class,Type:,"Building: 375 Queen Street, Toronto",Building:,Room: 605,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Toronto, Canada",,FULL,,Toronto program eligible,CPS-Leadership Programs GR 1,09,00,11,40,FULL: 0 of 31 seats remain.,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,17,3,80589,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,"17 of 30 seats remain.
10 of 10 waitlist seats remain.",17,10,CPS-Leadership Programs GR 1,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,18,3,80702,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Roux Institute 100 Fore St.,Building:,Room: 215,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Portland, Maine","21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,Portland Maine Eligible,CPS-Leadership Programs GR 1,06,00,08,40,,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,20,3,80714,Friday,S,M,T,W,T,S,F,06:00 PM - 08:40 PM,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 906,Room:,Start Date: 04/25/2025,Start Date:,End Date: 04/25/2025,End Date:,"Silicon Valley, CA","22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,San Jose Eligible,CPS-Leadership Programs GR 1,06,00,08,40,,,Silicon Valley CPS Ldrshp Grad,Friday,S,M,T,W,T,S,S,06:00 PM - 08:40 PM,06,00,08,40,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 906,Room:,Start Date: 05/09/2025,Start Date:,End Date: 05/09/2025,End Date:,Friday,M,F,T,W,T,S,S,06:00 PM - 08:40 PM,06,00,08,40,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 906,Room:,Start Date: 05/23/2025,Start Date:,End Date: 05/23/2025,End Date:,Friday,M,F,T,W,T,S,S,06:00 PM - 08:40 PM,06,00,08,40,Type: Class,Type:,Building: Northeastern San Jose,Building:,Room: 906,Room:,Start Date: 06/06/2025,Start Date:,End Date: 06/06/2025,End Date:,M,F,T,T,S,Start Date: 06/20/2025,End Date: 06/20/2025,M,F,T,W,S,F,Building: Northeastern San Jose,Room: 906,Start Date: 04/11/2025,End Date: 04/11/2025,,XN Experiential Project
Capstone,Lecture,Project Management - CPS,6910,21,3,81110,Friday,S,M,T,W,T,S,F,05:50 PM - 08:30 PM,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 155,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,Boston,"11 of 30 seats remain.
10 of 10 waitlist seats remain.",11,10,CPS-Leadership Programs GR 1,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,22,3,81270,Saturday,S,M,T,W,T,F,S,09:00 AM - 11:40 AM,Type: Class,Type:,"Building: 375 Queen Street, Toronto",Building:,Room: 606,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Toronto, Canada",,FULL,,CPS-Leadership Programs GR 1,,09,00,11,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,23,3,81271,Sunday,M,T,W,T,F,S,S,12:00 PM - 02:40 PM,Type: Class,Type:,"Building: 375 Queen Street, Toronto",Building:,Room: 606,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Toronto, Canada",,FULL,,CPS-Leadership Programs GR 1,,12,00,02,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,24,3,81272,Sunday,M,T,W,T,F,S,S,03:00 PM - 05:40 PM,Type: Class,Type:,"Building: 375 Queen Street, Toronto",Building:,Room: 606,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Toronto, Canada",,FULL,,CPS-Leadership Programs GR 1,,03,00,05,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone,Lecture,Project Management - CPS,6910,25,3,81273,Thursday,S,M,T,W,F,S,T,12:00 PM - 02:40 PM,Type: Class,Type:,"Building: 375 Queen Street, Toronto",Building:,Room: 606,Room:,Start Date: 04/07/2025,Start Date:,End Date: 06/28/2025,End Date:,"Toronto, Canada",4 of 30 seats remain.,4,,CPS-Leadership Programs GR 1,,12,00,02,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communications Technology Lab,Lab,Public Relations - CPS,6001,01,1,80503,None,S,M,T,W,T,F,S,-,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 05/19/2025,Start Date:,End Date: 06/28/2025,End Date:,Online,"21 of 30 seats remain.
6 of 6 waitlist seats remain.",21,6,Low Enrollment,CPS-Leadership Programs GR 1,,,,,,,CPS Digital Badge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
