section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),readonly (7),status-full,status-bold,readonly (8),readonly (10),status-bold (2),status-waitlist,ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),readonly (11),readonly (12),readonly (13),readonly (14),readonly (15),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),readonly (16),readonly (17),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),ui-state-default (35),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),tooltip-row (57),tooltip-row (59)
Research,Individual Instruction,Mathematics,8984,01,1 TO 4,42261,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Mathematics,8984,02,1 TO 4,42283,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Mathematics,9984,01,1 TO 4,42256,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 2,Individual Instruction,Mathematics,9991,01,0,41079,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Term 2,Individual Instruction,Mathematics,9991,02,0,41080,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 2 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,02,0,41083,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 2 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,03,0,41084,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 2 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,04,0,41086,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,05,0,41087,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,06,0,41088,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 2 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,07,0,41089,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,08,0,41090,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,09,0,41886,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Mathematics,9996,10,0,41955,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,"No campus, no room needed",FULL: 0 of 1 seats remain.,FULL,GS College of Science,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,01,5,30370,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,142,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,03,5,32160,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,04,5,32248,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,7,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,05,5,30844,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,3,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,06,5,30845,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,6,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,07,5,30846,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,5,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,08,5,30847,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,4,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,09,5,30848,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,7,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,10,5,33282,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,6,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,11,5,33284,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,12,5,31033,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,3,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,13,5,31049,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,14,5,32249,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,3,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,15,5,32250,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,5,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,16,5,32251,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 2,Lecture,Mech & Industrial Engineering,4702,17,5,32252,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Snell Engineering Center,Room: 168,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,7,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Creative Express/Innov,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technical Writing and Professional Development,Seminar,Mech & Industrial Engineering,6800,01,0,31181,Tuesday,S,T,M,,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Richards Hall,Room: 243,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,1,GSEN Engineering,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Seminar in Mechanical and Industrial Engineering,Seminar,Mech & Industrial Engineering,6850,01,0,34234,Tuesday,S,T,M,,,W,T,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Building: Knowles Center,Room: 010,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,69,GSEN Engineering,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graduate Traineeship 2, Research Ethics and Professional Development",Lecture,Mech & Industrial Engineering,6860,01,2,34235,Tuesday,S,T,M,,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 159,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,22,GSEN Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Material Science,Lecture,Mechanical Engineering,2340,01,4,31961,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: East Village,Room: 002,Start Date: 01/06/2025,End Date: 04/15/2025,Wednesday,S,M,T,T,W,F,S,10:30 AM - 12:30 PM,10,30,12,30,Type: Final Exam,Type:,Building: Science Engineering Complex,Building:,Room: 102,Room:,Start Date: 04/23/2025,Start Date:,End Date: 04/23/2025,End Date:,Boston,,1,NU Core Writing Intsv in Majr,NUpath Writing Intensive,20,,,,,,,,,,,,,,,,,,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Material Science,Lecture,Mechanical Engineering,2340,02,4,31962,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Building: East Village,Room: 002,Start Date: 01/06/2025,End Date: 04/15/2025,Wednesday,S,M,T,T,W,F,S,10:30 AM - 12:30 PM,10,30,12,30,Type: Final Exam,Type:,Building: Science Engineering Complex,Building:,Room: 102,Room:,Start Date: 04/23/2025,Start Date:,End Date: 04/23/2025,End Date:,Boston,,1,NU Core Writing Intsv in Majr,NUpath Writing Intensive,20,,,,,,,,,,,,,,,,,,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Material Science,Lecture,Mechanical Engineering,2340,03,4,31963,Wednesday,S,W,M,M,W,T,T,10:30 AM - 12:30 PM,10,30,12,30,Type: Final Exam,Building: Science Engineering Complex,Room: 102,Start Date: 04/23/2025,End Date: 04/23/2025,"Monday,Wednesday,Thursday",F,S,S,T,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Type:,Building: East Village,Building:,Room: 002,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,6,NU Core Writing Intsv in Majr,NUpath Writing Intensive,20,,,,,,,,,,,,,,,,,,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,01,1,31964,Tuesday,S,T,M,,,W,T,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 16 seats remain.,FULL,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,02,1,31965,Friday,S,F,M,,,T,W,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,,1,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,03,1,31966,Tuesday,S,T,M,,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,1,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,04,1,31967,Friday,S,F,M,,,T,W,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,,2,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,05,1,31968,Monday,S,M,T,,,W,T,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 16 seats remain.,FULL,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,06,1,31969,Wednesday,S,W,M,,,T,T,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 16 seats remain.,FULL,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,07,1,31970,Tuesday,S,T,M,,,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,1,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,08,1,31971,Friday,S,F,M,,,T,W,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,T,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 16 seats remain.,FULL,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for ME 2340,Lab,Mechanical Engineering,2341,09,1,31972,Tuesday,S,T,M,,,W,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Forsyth Building,Room: 244A,Start Date: 01/06/2025,End Date: 04/15/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 16 seats remain.,FULL,No Course Evaluation,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
