section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),readonly (12)
Managing Troubled Projects,Lecture,Project Management - CPS,6140,09,3,21832,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 02/18/2025,End Date: 03/29/2025,"Toronto, Canada",,FULL,,CPS-Leadership Programs GR 1,,,06,00,08,40,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,01,3,20304,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 470,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,05,3,20714,Saturday,S,M,T,W,T,F,S,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","4 of 30 seats remain.
6 of 6 waitlist seats remain.",4,6,Toronto program eligible,CPS-Leadership Programs GR 1,,12,00,02,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,08,3,20739,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Shillman Hall,Room: 415,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"5 of 30 seats remain.
10 of 10 waitlist seats remain.",5,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,09,3,20814,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,Building: 401 Terry Ave,Room: 141,Start Date: 01/06/2025,End Date: 02/15/2025,"Seattle, WA","13 of 22 seats remain.
10 of 10 waitlist seats remain.",13,10,"Seattle, WA program eligible",CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,10,3,21460,Tuesday,S,M,W,T,F,S,T,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 1011,Start Date: 01/06/2025,End Date: 02/15/2025,"Silicon Valley, CA","23 of 30 seats remain.
10 of 10 waitlist seats remain.",23,10,CPS-Leadership Programs GR 1,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,11,3,21518,Tuesday,S,M,W,T,F,S,T,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 604,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","1 of 30 seats remain.
6 of 6 waitlist seats remain.",1,6,CPS-Leadership Programs GR 1,,,12,00,02,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Project Management,Lecture,Project Management - CPS,6145,12,3,21818,Friday,S,M,T,W,T,S,F,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 218,Start Date: 02/18/2025,End Date: 03/29/2025,"Portland, Maine","18 of 30 seats remain.
5 of 5 waitlist seats remain.",18,5,CPS-Leadership Programs GR 1,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Resource Management,Lecture,Project Management - CPS,6175,01,3,20498,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"14 of 30 seats remain.
10 of 10 waitlist seats remain.",14,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Resource Management,Lecture,Project Management - CPS,6175,02,3,21081,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"33 of 50 seats remain.
6 of 6 waitlist seats remain.",33,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Resource Management,Lecture,Project Management - CPS,6175,03,3,21082,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"34 of 50 seats remain.
6 of 6 waitlist seats remain.",34,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Resource Management,Lecture,Project Management - CPS,6175,04,3,21083,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"37 of 50 seats remain.
6 of 6 waitlist seats remain.",37,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Resource Management,Lecture,Project Management - CPS,6175,08,3,21759,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,2 of 30 seats remain.,2,,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Stakeholder Management,Lecture,Project Management - CPS,6180,01,3,20499,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"12 of 30 seats remain.
10 of 10 waitlist seats remain.",12,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Stakeholder Management,Lecture,Project Management - CPS,6180,02,3,21525,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"12 of 30 seats remain.
6 of 6 waitlist seats remain.",12,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Stakeholder Management,Lecture,Project Management - CPS,6180,03,3,21526,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"9 of 30 seats remain.
6 of 6 waitlist seats remain.",9,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Stakeholder Management,Lecture,Project Management - CPS,6180,04,3,21760,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,2 of 30 seats remain.,2,,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Innovation Projects,Lecture,Project Management - CPS,6185,01,3,21530,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"5 of 30 seats remain.
6 of 6 waitlist seats remain.",5,6,Toronto program eligible,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Innovation Projects,Lecture,Project Management - CPS,6185,02,3,21534,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"1 of 30 seats remain.
6 of 6 waitlist seats remain.",1,6,Toronto program eligible,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Innovation Projects,Lecture,Project Management - CPS,6185,03,3,21715,Wednesday,S,M,T,T,F,S,W,06:30 PM - 09:10 PM,Building: 225 Terry Ave,Room: 408,Start Date: 02/18/2025,End Date: 03/29/2025,"Seattle, WA",,FULL,1,CPS-Professional Programs GR 2,,,06,30,09,10,FULL: 0 of 5 seats remain.,1 of 1 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Innovation Projects,Lecture,Project Management - CPS,6185,04,3,21716,Wednesday,S,M,T,T,F,S,W,06:30 PM - 09:10 PM,Building: Northeastern San Jose,Room: 913,Start Date: 02/18/2025,End Date: 03/29/2025,"Silicon Valley, CA","7 of 10 seats remain.
6 of 6 waitlist seats remain.",7,6,CPS-Professional Programs GR 2,,,06,30,09,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Innovation Projects,Lecture,Project Management - CPS,6185,05,3,21721,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:10 PM,Building: Miami Campus 230 NW 24th St,Room: 506,Start Date: 02/18/2025,End Date: 03/29/2025,"Miami, FL","4 of 6 seats remain.
5 of 5 waitlist seats remain.",4,5,CPS-Professional Programs GR 2,,,05,50,07,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,02,3,20350,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: 401 Terry Ave,Room: 141,Start Date: 02/18/2025,End Date: 03/29/2025,"Seattle, WA","27 of 30 seats remain.
10 of 10 waitlist seats remain.",27,10,"Seattle, WA program eligible",CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,03,3,20359,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Kariotis Hall,Room: 011,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"4 of 30 seats remain.
10 of 10 waitlist seats remain.",4,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,05,3,20669,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"1 of 30 seats remain.
6 of 6 waitlist seats remain.",1,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,08,3,20755,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 470,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"11 of 30 seats remain.
10 of 10 waitlist seats remain.",11,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,14,3,20970,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Snell Library,Room: 013,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"6 of 30 seats remain.
10 of 10 waitlist seats remain.",6,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,15,3,20971,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Knowles Center,Room: 002B,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"1 of 30 seats remain.
10 of 10 waitlist seats remain.",1,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,16,3,21049,Wednesday,S,M,T,T,F,S,W,02:50 PM - 05:30 PM,Building: Northeastern San Jose,Room: 1045,Start Date: 02/18/2025,End Date: 03/29/2025,"Silicon Valley, CA","5 of 20 seats remain.
6 of 6 waitlist seats remain.",5,6,San Jose Eligible,CPS-Leadership Programs GR 1,,02,50,05,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,17,3,21768,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,,FULL,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,FULL: 0 of 30 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,18,3,21769,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"5 of 30 seats remain.
6 of 6 waitlist seats remain.",5,6,Toronto program eligible,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing Technical Projects,Lecture,Project Management - CPS,6205,20,3,21794,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,02,3,20306,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Snell Library,Room: 119,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"11 of 30 seats remain.
10 of 10 waitlist seats remain.",11,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,03,3,20631,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"20 of 30 seats remain.
10 of 10 waitlist seats remain.",20,10,CPS-Leadership Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,06,3,20360,Monday,S,T,W,T,F,S,M,05:50 PM - 08:30 PM,Building: Ryder Hall,Room: 161,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"6 of 30 seats remain.
10 of 10 waitlist seats remain.",6,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,08,3,20589,Wednesday,S,M,T,T,F,S,W,10:00 AM - 12:40 PM,Building: 401 Terry Ave,Room: 141,Start Date: 01/06/2025,End Date: 02/15/2025,"Seattle, WA","26 of 30 seats remain.
10 of 10 waitlist seats remain.",26,10,"Seattle, WA program eligible",CPS-Leadership Programs GR 1,,10,00,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,09,3,20590,Wednesday,S,M,T,T,F,S,W,01:50 PM - 04:30 PM,Building: Northeastern San Jose,Room: 902,Start Date: 01/06/2025,End Date: 02/15/2025,"Silicon Valley, CA","6 of 15 seats remain.
6 of 6 waitlist seats remain.",6,6,San Jose Eligible,CPS-Leadership Programs GR 1,,01,50,04,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,19,3,20986,Friday,S,M,T,W,T,S,F,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 218,Start Date: 01/06/2025,End Date: 02/15/2025,"Portland, Maine","19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,Portland Maine Eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,21,3,21071,Sunday,M,T,W,T,F,S,S,09:00 AM - 11:40 AM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",7 of 30 seats remain.,7,,Toronto program eligible,CPS-Leadership Programs GR 1,,09,00,11,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,22,3,21072,Friday,S,M,T,W,T,S,F,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",6 of 30 seats remain.,6,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,23,3,21073,Friday,S,M,T,W,T,S,F,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 606,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",3 of 30 seats remain.,3,,Toronto program eligible,CPS-Leadership Programs GR 1,,12,00,02,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,26,3,21076,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",20 of 30 seats remain.,20,,Toronto program eligible,CPS-Leadership Programs GR 1,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,27,3,21077,Saturday,S,M,T,W,T,F,S,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",8 of 30 seats remain.,8,,Toronto program eligible,CPS-Leadership Programs GR 1,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Skills for Project Managers,Lecture,Project Management - CPS,6210,29,3,21346,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: EXP,Room: 311,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,CPS-Leadership Programs GR 1,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
