section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,readonly (9),status-full,readonly (10),readonly (11),status-bold (2),status-waitlist,readonly (12),readonly (13),status-bold (3),readonly (14),readonly (15),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (18),ui-state-default (25)
Lab for PHYS 1151,Lab,Physics,1152,05,1,40230,Wednesday,M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,6 of 10 seats remain.,6,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1151,Lab,Physics,1152,06,1,40527,Wednesday,M,W,T,F,S,01:30 PM - 04:20 PM,01,30,04,20,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,6 of 10 seats remain.,6,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Learning Seminar for PHYS 1151,Seminar,Physics,1153,01,1,40155,"Tuesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Dodge Hall,Room: 119,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,30 of 60 seats remain.,30,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics for Engineering 2,Lecture,Physics,1155,01,3,40007,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Churchill Hall,Room: 103,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 70 seats remain.,1,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics for Engineering 2,Lecture,Physics,1155,02,3,40331,"Monday,Wednesday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Churchill Hall,Room: 101,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 100 seats remain.,1,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,01,1,40006,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,02,1,40005,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,03,1,40004,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,04,1,40136,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,05,1,40137,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,06,1,40161,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,07,1,40186,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,08,1,40192,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,09,1,40223,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,10,1,40224,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,11,1,40227,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,12,1,40231,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 10 seats remain.,1,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,13,1,40248,Wednesday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,14,1,40249,Tuesday,M,W,T,F,S,12:00 PM - 02:50 PM,12,00,02,50,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,15,1,42260,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,16,1,41102,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,17,1,41103,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 10 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHYS 1155,Lab,Physics,1156,18,1,42302,Thursday,M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Churchill Hall,Room: 319,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,6 of 10 seats remain.,6,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Learning Seminar for PHYS 1155,Seminar,Physics,1157,01,1,40120,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Churchill Hall,Room: 103,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,2 of 70 seats remain.,2,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Learning Seminar for PHYS 1155,Seminar,Physics,1157,02,1,40332,"Tuesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Churchill Hall,Room: 101,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 100 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Physics,Lecture,Physics,2303,01,4,42005,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Forsyth Building,Room: 235,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,22 of 36 seats remain.,22,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Physics Laboratory,Lab,Physics,3600,01,4,40028,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Dana Research Center,Room: 230,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,2 of 18 seats remain.,2,NUpath Analyzing/Using Data,,NUpath Natural/Designed World,NU Core Writing Intsv in Majr,,,NUpath Writing Intensive,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Physics Laboratory,Lab,Physics,3600,02,4,40094,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Dana Research Center,Room: 230,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 18 seats remain.,NUpath Natural/Designed World,NU Core Writing Intsv in Majr,,,NUpath Writing Intensive,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Physics Laboratory,Lab,Physics,3600,03,4,40518,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Dana Research Center,Room: 230,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,3 of 18 seats remain.,3,NUpath Analyzing/Using Data,,NUpath Natural/Designed World,NU Core Writing Intsv in Majr,,,NUpath Writing Intensive,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity and Magnetism 2,Lecture,Physics,3603,01,4,42006,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Shillman Hall,Room: 325,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,46 of 48 seats remain.,46,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle Physics,Lecture,Physics,5113,01,4,42007,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 156,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,22 of 25 seats remain.,22,GS College of Science,,NUpath Natural/Designed World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,01,0,41170,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,02,0,42266,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 2 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,03,0,42280,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 2 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,04,0,42291,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 2 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,05,0,41576,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,06,0,41739,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 3 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,07,0,41740,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,08,0,40755,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,09,0,42292,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,10,0,42293,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 2 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,11,0,42294,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,12,0,41741,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 2 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,13,0,41742,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,14,0,41743,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,15,0,42295,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,16,0,41744,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 2 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,17,0,42296,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,18,0,41745,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",31 of 35 seats remain.,31,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,19,0,42297,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research,Individual Instruction,Physics,9986,20,0,42298,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Government,Lecture,Political Science,1150,01,4,40660,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,19 of 30 seats remain.,19,NU Core Social Science Lvl 1,,NUpath Societies/Institutions,NU Accelerate Program Course,,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparative Politics,Lecture,Political Science,1155,01,4,41881,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,22 of 35 seats remain.,22,NU Core Comp Stdy of Cultures,,NU Core Social Science Lvl 1,NU Accelerate Program Course,,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Philosophy and Political Thought,Lecture,Political Science,2325,01,4,40375,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Shillman Hall,Room: 105,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core Experiential Learning,FULL: 0 of 15 seats remain.,NUpath Ethical Reasoning,NUpath Interpreting Culture,,,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,
Research Methods in Political Science,Lecture,Political Science,2399,01,4,41882,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,"1 of 30 seats remain.
2 of 10 waitlist seats remain.
Open Seats Reserved for Waitlisted Only.",1,NU Core Writing Intsv in Majr,,NUpath Writing Intensive,UG Col Socl Sci & Humanities,2,,,,Open Seats Reserved for Waitlisted Only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Policy and Administration,Lecture,Political Science,3307,01,4,40212,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG Col Socl Sci & Humanities,FULL: 0 of 30 seats remain.,,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lesbian, Gay, Bisexual, and Transgender Issues in Public Policy",Lecture,Political Science,3309,01,4,40948,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG Col Socl Sci & Humanities,FULL: 0 of 40 seats remain.,,,7,7 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Law and Society,Lecture,Political Science,3324,01,4,40949,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG Col Socl Sci & Humanities,FULL: 0 of 40 seats remain.,,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Political Science,5976,01,1 TO 4,42300,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS Col Socl Sci & Humanities,FULL: 0 of 1 seats remain.,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Political Science,6964,01,0,41703,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,GS Col Socl Sci & Humanities,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Psychology,Lecture,Psychology,1101,01,4,40027,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 50 seats remain.,NU Core Social Science Lvl 1,NUpath Societies/Institutions,,,NU Accelerate Program Course,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Psychology,Lecture,Psychology,1101,03,4,40653,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Hurtig Hall,Room: 129,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"8 of 75 seats remain.
75 of 75 waitlist seats remain.",8,NUpath Natural/Designed World,,NU Core Social Science Lvl 1,NUpath Societies/Institutions,75,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Psychology,Lecture,Psychology,1101,04,4,41913,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Graduate School of Business,Room: 117,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",33 of 35 seats remain.,33,NUpath Natural/Designed World,,NU Core Social Science Lvl 1,NUpath Societies/Institutions,,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Psychology,Lecture,Psychology,1101,05,4,42217,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,7 of 50 seats remain.,7,NUpath Natural/Designed World,,NU Core Social Science Lvl 1,NUpath Societies/Institutions,,,NU Accelerate Program Course,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drugs and Behavior,Lecture,Psychology,1250,01,4,40654,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: West Village G,Room: 108,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"12 of 73 seats remain.
75 of 75 waitlist seats remain.",12,NUpath Natural/Designed World,,UG College of Science,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistics in Psychological Research Supplement,Lecture,Psychology,2315,01,1,40803,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,16 of 25 seats remain.,16,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistics in Psychological Research,Lecture,Psychology,2320,01,4,40095,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 154,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 25 seats remain.,NU Core Math/Anly Think Lvl 2,UG College of Science,18,18 of 25 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistics in Psychological Research,Lecture,Psychology,2320,03,4,40443,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Ryder Hall,Room: 265,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 25 seats remain.,NU Core Math/Anly Think Lvl 2,UG College of Science,24,24 of 25 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research in Psychology,Individual Instruction,Psychology,2991,02,4,40977,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Ryder Hall,Room: 220,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,19 of 19 seats remain.,19,No Course Evaluation,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personality,Lecture,Psychology,3400,01,4,40978,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: West Village G,Room: 108,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"17 of 73 seats remain.
75 of 75 waitlist seats remain.",17,UG College of Science,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
