section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,readonly (9),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),status-bold (2),readonly (11),readonly (12),readonly (13),readonly (14),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-state-default (26),tooltip-row (37),tooltip-row (39),tooltip-row (47),tooltip-row (49),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),tooltip-row (67),tooltip-row (69),tooltip-row (77),tooltip-row (79),status-waitlist,readonly (15),status-full,readonly (16)
Media and Technology Ethics,Seminar,Media and Screen Studies,5300,01,4,16229,Thursday,S,M,T,W,T,F,S,04:35 PM - 08:00 PM,04,35,08,00,Type: Class,Type:,Building: Lake Hall,Building:,Room: 206,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,"GS Col of Arts, Media & Design",NUpath Ethical Reasoning,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisis Resource Management and Case Studies,Lecture,Medical Sciences,5002,01,3,19610,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,30 of 30 seats remain.,30,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiential Reflections: Bridging Theory and Experience,Lecture,Medical Sciences,5400,01,1,19611,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,30 of 30 seats remain.,30,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition and Wilderness Medicine Experience,Off-campus instruction,Medical Sciences,5403,01,2,19612,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,"No campus, no room needed",30 of 30 seats remain.,30,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Healthcare Advocacy,Lecture,Medical Sciences,6001,01,3,19613,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Healthcare Advocacy,Lecture,Medical Sciences,6001,02,3,19614,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Healthcare Advocacy,Lecture,Medical Sciences,6001,03,3,19615,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Healthcare Advocacy,Lecture,Medical Sciences,6001,04,3,19616,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Leadership Seminar,Seminar,Medical Sciences,6003,01,3,19617,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Leadership Seminar,Seminar,Medical Sciences,6003,02,3,19618,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Leadership Seminar,Seminar,Medical Sciences,6003,03,3,19619,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Leadership Seminar,Seminar,Medical Sciences,6003,04,3,19620,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Online,20 of 20 seats remain.,20,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Methods and Design,Lecture,Medical Sciences,6900,01,3,19621,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Methods and Design,Lecture,Medical Sciences,6900,02,3,19622,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,25 of 25 seats remain.,25,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Individual Instruction,Medical Sciences,7990,01,3,19623,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,15 of 15 seats remain.,15,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music at Northeastern,Lecture,Music,1000,01,1,10362,Tuesday,S,M,W,T,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 217,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"40 of 40 seats remain.
10 of 10 waitlist seats remain.",40,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music in Everyday Life,Lecture,Music,1001,01,4,13294,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"450 of 450 seats remain.
100 of 100 waitlist seats remain.",450,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,100,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music in Everyday Life,Lecture,Music,1001,05,4,14616,"Tuesday,Thursday",S,M,W,T,T,F,S,03:00 PM - 04:40 PM,03,00,04,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,"Oakland, CA","30 of 30 seats remain.
5 of 5 waitlist seats remain.",30,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,5,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basics of Western Music Notation,Lecture,Music,1004,01,1,13219,Wednesday,S,M,T,W,T,F,S,06:00 PM - 08:00 PM,06,00,08,00,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 217,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz,Lecture,Music,1112,01,4,10816,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"300 of 300 seats remain.
10 of 10 waitlist seats remain.",300,NU Core Comp Stdy of Cultures,NUpath Difference/Diversity,,,,,,,,,,,,,,,,,,,,,,,,10,NUpath Interpreting Culture,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Film Music,Lecture,Music,1113,01,4,13684,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"100 of 100 seats remain.
10 of 10 waitlist seats remain.",100,NUpath Creative Express/Innov,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,10,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Therapy 1,Lecture,Music,1118,01,4,13685,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 354,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Western Music Theory,Lecture,Music,1119,05,4,12305,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 235,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Western Music Theory,Lecture,Music,1119,10,4,13123,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 217,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Western Music Theory,Lecture,Music,1119,11,4,13758,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,04:35 PM - 05:40 PM,04,35,05,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 217,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guitar Class,Lecture,Music,1134,01,4,10341,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 354,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"30 of 30 seats remain.
19 of 19 waitlist seats remain.",30,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,19,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guitar Class,Lecture,Music,1134,02,4,10826,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 354,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"30 of 30 seats remain.
19 of 19 waitlist seats remain.",30,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,19,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pop, Jazz, and Rock Singing",Lecture,Music,1142,02,4,13124,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 354,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
19 of 19 waitlist seats remain.",19,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Theory 1,Lecture,Music,1201,01,4,10336,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 233,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
5 of 5 waitlist seats remain.",19,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,5,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Theory 1,Lecture,Music,1201,05,4,13125,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,04:35 PM - 05:40 PM,04,35,05,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 235,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NUpath Creative Express/Innov,NU Core Arts Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,10,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Theory 2,Lecture,Music,1202,02,4,13126,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 215,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,NU Core Arts Lvl 1,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing Popular Genres,Lecture,Music,1204,01,4,19471,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 215,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,19 of 19 seats remain.,19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piano Class 1,Lecture,Music,1205,02,4,13339,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"15 of 15 seats remain.
10 of 10 waitlist seats remain.",15,NUpath Creative Express/Innov,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Music Composition,Lecture,Music,1301,01,4,19472,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 217,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,19 of 19 seats remain.,19,NUpath Creative Express/Innov,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Lessons 1,Individual Instruction,Music,1901,01,1,13771,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,"No campus, no room needed","300 of 300 seats remain.
203 of 203 waitlist seats remain.",300,No Course Evaluation,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,203,Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Lessons 2,Individual Instruction,Music,1902,01,1,13772,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,"No campus, no room needed",99 of 99 seats remain.,99,No Course Evaluation,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composition Lessons,Individual Instruction,Music,1903,01,1,15153,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,"No campus, no room needed",10 of 10 seats remain.,10,No Course Evaluation,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorus,Studio,Music,1904,01,1,11641,Tuesday,S,M,W,T,T,F,S,06:00 PM - 08:30 PM,06,00,08,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"99 of 99 seats remain.
10 of 10 waitlist seats remain.",99,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concert Band,Studio,Music,1905,02,1,12557,Monday,S,M,T,W,T,F,S,06:00 PM - 08:25 PM,06,00,08,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"99 of 99 seats remain.
10 of 10 waitlist seats remain.",99,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchestra,Studio,Music,1906,01,1,11642,Wednesday,S,M,T,W,T,F,S,06:15 PM - 08:45 PM,06,15,08,45,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"99 of 99 seats remain.
10 of 10 waitlist seats remain.",99,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind Ensemble,Studio,Music,1907,01,1,11643,Thursday,S,M,T,W,T,F,S,06:00 PM - 08:30 PM,06,00,08,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"99 of 99 seats remain.
10 of 10 waitlist seats remain.",99,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz Ensemble,Studio,Music,1911,01,1,10208,Wednesday,S,M,T,W,T,F,S,06:30 PM - 08:30 PM,06,30,08,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"35 of 35 seats remain.
10 of 10 waitlist seats remain.",35,"UG Col of Arts, Media & Design",Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Ensemble,Studio,Music,1912,01,1,11644,Tuesday,S,M,W,T,T,F,S,05:10 PM - 06:35 PM,05,10,06,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blues/Rock Ensemble,Studio,Music,1913,01,1,11667,Thursday,S,M,T,W,T,F,S,04:30 PM - 05:35 PM,04,30,05,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pop Music Performance,Studio,Music,1914,02,1,11645,Monday,S,M,T,W,T,F,S,04:35 PM - 05:40 PM,04,35,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"25 of 25 seats remain.
10 of 10 waitlist seats remain.",25,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamber Ensemble,Studio,Music,1915,02,1,11935,Monday,S,M,T,W,T,F,S,08:25 PM - 10:25 PM,08,25,10,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamber Ensemble,Studio,Music,1915,05,1,12306,Tuesday,S,M,W,T,T,F,S,08:20 PM - 10:20 PM,08,20,10,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,"19 of 19 seats remain.
10 of 10 waitlist seats remain.",19,"UG Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
